"WorkspaceId","UserName","Region","Status"
"ws-34xj75jx3","ymartinez5","us-east-1","Enabled"
"ws-fkplx273g","smiller7","us-east-1","Enabled"
"ws-4nh6r70m6","rrobertso4","us-east-1","Enabled"
"ws-g6rv7wycj","Mhumm","us-east-1","Enabled"
"ws-xzp1ppbtt","skondapatu","us-east-1","Enabled"
"ws-jxhwmgl2x","ilinton","us-east-1","Enabled"
"ws-33vs20tf6","kmunn","us-east-1","Enabled"
"ws-14wj9bcws","bschnirrin","us-east-1","Enabled"
"ws-5y114mgw5","hchapman1","us-east-1","Enabled"
"ws-4xr3xb935","ltaylor6","us-east-1","Enabled"
"ws-hz121cprm","abhudan","us-east-1","Enabled"
"ws-04t25xv6x","jrodrigu83","us-east-1","Enabled"
"ws-0yx71bgx9","ssingh11","us-east-1","Enabled"
"ws-7dww9jflg","valphonse","us-east-1","Enabled"
"ws-j8qyfk4xt","Mplatt","us-east-1","Enabled"
"ws-hdw3bbk5t","abaynes","us-east-1","Enabled"
"ws-hzxr2f8zk","cedwards24","us-east-1","Enabled"
"ws-htnpgkchx","swroblewsk","us-east-1","Enabled"
"ws-dqq7ts79g","rdomingue2","us-east-1","Enabled"
"ws-56z8scbk6","szheltukhi","us-east-1","Enabled"
"ws-vyjq1f323","jwashing19","us-east-1","Enabled"
"ws-7b9nps9yz","stapp","us-east-1","Enabled"
"ws-0ysfq08qj","lrodrigu18","us-east-1","Enabled"
"ws-xgd3tfhjf","ajohnso111","us-east-1","Enabled"
"ws-f1qvhy38b","lacosta2","us-east-1","Enabled"
"ws-j1w3c1yx9","aoneal4","us-east-1","Enabled"
"ws-8kfs5m96t","scordero","us-east-1","Enabled"
"ws-jfc8t403h","smorla","us-east-1","Enabled"
"ws-dmhjw35x2","rtowle","us-east-1","Enabled"
"ws-j23qpnv5m","arogers14","us-east-1","Enabled"
"ws-xryr1z033","dlovato","us-east-1","Enabled"
"ws-c1sqcb8qd","vedwards","us-east-1","Enabled"
"ws-f4sswzlgt","kbatchelor","us-east-1","Enabled"
"ws-jqdcm2f5n","glyons","us-east-1","Enabled"
"ws-7xmjpfhr2","dthelort","us-east-1","Enabled"
"ws-gvd50jvm4","rkapoor","us-east-1","Enabled"
"ws-wbgnmrj03","jstone11","us-east-1","Disabled"
"ws-6030xbj9y","bgibson8","us-east-1","Enabled"
"ws-dvkxr50p3","aaldred","us-east-1","Enabled"
"ws-ff6dxd962","narronte","us-east-1","Enabled"
"ws-k0nb9vc9t","mlaras","us-east-1","Enabled"
"ws-jhmhr26cl","sglenn","us-east-1","Enabled"
"ws-f3yr0dpmz","chulton","us-east-1","Enabled"
"ws-w1xdy9rg9","ygonzalez4","us-east-1","Enabled"
"ws-7yjv3942x","gmendez","us-east-1","Enabled"
"ws-5xyyjqm88","mmartinez01","us-east-1","Enabled"
"ws-1w7bz8kk3","dluellen","us-east-1","Enabled"
"ws-bt1wjj3ns","kbalmer","us-east-1","Enabled"
"ws-c5wr0tqzg","adinnard","us-east-1","Enabled"
"ws-30thvwmmp","aellett","us-east-1","Enabled"
"ws-gf187lptb","jruble","us-east-1","Enabled"
"ws-xklnw3tly","jklopp","us-east-1","Enabled"
"ws-fy2vy6f4n","dgracieux","us-east-1","Enabled"
"ws-46btsqdk5","mcavendish","us-east-1","Enabled"
"ws-c13933rr4","athornburg","us-east-1","Enabled"
"ws-wc91m21sv","awilburn1","us-east-1","Enabled"
"ws-cldwr57t3","HNayak","us-east-1","Disabled"
"ws-wscs745pc","jrodrigu87","us-east-1","Enabled"
"ws-67x06k6fy","ghandrahan","us-east-1","Enabled"
"ws-vfz59mx2v","jhalvorson","us-east-1","Enabled"
"ws-7m9vgzgy0","lvernon","us-east-1","Enabled"
"ws-4k0rvk64f","kcroisetie","us-east-1","Enabled"
"ws-0z73rlz28","adeangelis","us-east-1","Enabled"
"ws-80hqrt2t4","asanchez45","us-east-1","Enabled"
"ws-b398x1pkx","dpiercy","us-east-1","Enabled"
"ws-64q4qwwll","dgoyal","us-east-1","Enabled"
"ws-8nj40rf35","jchavez11","us-east-1","Enabled"
"ws-910p6lc79","areyes7","us-east-1","Enabled"
"ws-9pvc86scz","ygonzales1","us-east-1","Enabled"
"ws-59j9b6ccn","bbrown1","us-east-1","Enabled"
"ws-gwn1676x8","mchhibber","us-east-1","Enabled"
"ws-1h248psds","kfahie","us-east-1","Enabled"
"ws-7ggrgf3y2","efernandez2","us-east-1","Enabled"
"ws-9ywsptwg1","jfernande9","us-east-1","Enabled"
"ws-vfk3ybr6j","jchen1","us-east-1","Enabled"
"ws-bvvhsmqjv","xgrant","us-east-1","Enabled"
"ws-0lr22p3xx","cortiz11","us-east-1","Enabled"
"ws-dqrj4phdb","csanchez18","us-east-1","Enabled"
"ws-62q0vb03y","lcedeno","us-east-1","Enabled"
"ws-0nd2hp5cb","rcalderon","us-east-1","Enabled"
"ws-5hj9slfp7","sgarcia29","us-east-1","Enabled"
"ws-cwytd3ddm","cpratt2","us-east-1","Enabled"
"ws-7d5c0ldbq","khwilliams","us-east-1","Enabled"
"ws-1wwvjhr9t","slabrada","us-east-1","Enabled"
"ws-9fww47zg9","drodrigu16","us-east-1","Enabled"
"ws-4h9k1wxk3","cmayes","us-east-1","Enabled"
"ws-8wr3qplcq","ibarber","us-east-1","Enabled"
"ws-2p9s6c3x3","AFiano","us-east-1","Enabled"
"ws-j2wzcxjgp","amclaws","us-east-1","Enabled"
"ws-0yfvtznm3","bschreiber","us-east-1","Enabled"
"ws-694rkyk51","pbowie","us-east-1","Enabled"
"ws-c2mldh123","jknee","us-east-1","Enabled"
"ws-jbpp7lgr0","ckrajcir","us-east-1","Enabled"
"ws-hq9vdp56x","cdavila1","us-east-1","Enabled"
"ws-6bmjf4jkv","ibarreto","us-east-1","Enabled"
"ws-401dl77fw","lverdin","us-east-1","Enabled"
"ws-hnf726rvc","mmccutcheo","us-east-1","Enabled"
"ws-cm7r736m3","ssprague","us-east-1","Enabled"
"ws-gvk75lq2y","smahoney","us-east-1","Enabled"
"ws-65pnvr7zn","kstopp","us-east-1","Enabled"
"ws-79488b8kf","nravuri","us-east-1","Enabled"
"ws-fl6yr1p6w","canderso28","us-east-1","Enabled"
"ws-5txjfzbh0","nrawlins","us-east-1","Enabled"
"ws-32rtx6jyz","sdavis57","us-east-1","Enabled"
"ws-2qkt7tlgm","vtate","us-east-1","Enabled"
"ws-dql4n64zq","smedlock","us-east-1","Enabled"
"ws-2h6cv15fw","kmazariegos","us-east-1","Enabled"
"ws-bv84l174l","bparker4","us-east-1","Enabled"
"ws-6m0f6hfmr","rpena","us-east-1","Enabled"
"ws-04xybtht8","nweisz1","us-east-1","Enabled"
"ws-3cd8j2h4q","blane1","us-east-1","Enabled"
"ws-bkt8j2x3t","yatwell","us-east-1","Enabled"
"ws-cmr79l20p","jrogers16","us-east-1","Enabled"
"ws-4xlqldrn3","vantoine","us-east-1","Enabled"
"ws-2gbq82pj9","rsizemore","us-east-1","Enabled"
"ws-211m8k43n","ncastaned1","us-east-1","Enabled"
"ws-dvpwc4818","larmstron1","us-east-1","Enabled"
"ws-6lfgqwrx5","smorris8","us-east-1","Enabled"
"ws-676ccmrfn","kjaganatha","us-east-1","Enabled"
"ws-jbdpm88dv","adekeyzer","us-east-1","Enabled"
"ws-dfq75y9kx","ayadav","us-east-1","Enabled"
"ws-jccmh5688","Bchevalier","us-east-1","Enabled"
"ws-718n57zf6","ncecil","us-east-1","Enabled"
"ws-0k2yhl240","dcuellar2","us-east-1","Enabled"
"ws-4f84rm9z3","clennon","us-east-1","Enabled"
"ws-fk06qn8kn","ttate3","us-east-1","Enabled"
"ws-36l06lp4c","mmarin2","us-east-1","Enabled"
"ws-bsmpnt92s","msanders7","us-east-1","Enabled"
"ws-2tyqw6ds8","shooks1","us-east-1","Enabled"
"ws-7d26hk04b","jkarabaic","us-east-1","Enabled"
"ws-9gv27yhj0","athomas43","us-east-1","Enabled"
"ws-f4k121284","arose14","us-east-1","Enabled"
"ws-v7cwwy4gj","lhobbs3","us-east-1","Enabled"
"ws-gyz0hcnxb","drice11","us-east-1","Enabled"
"ws-2p9g7b4my","wleger","us-east-1","Enabled"
"ws-00lyqqj6m","kashline","us-east-1","Enabled"
"ws-66hcc64vd","egeffrard","us-east-1","Enabled"
"ws-k46v05ccy","llopez16","us-east-1","Enabled"
"ws-2ll3w9rs1","mv","us-east-1","Enabled"
"ws-89134n2xc","lpuckett1","us-east-1","Enabled"
"ws-j8hncv67h","ldeal","us-east-1","Enabled"
"ws-d3fsgsdxp","sdaley","us-east-1","Enabled"
"","monkeybutt","","Not in AD"
"ws-cd4ppl418","hlutton","us-east-1","Enabled"
